TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,Size,Length,MutationScore
org.myrobotlab.net.InstallCert,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5785664567658424,347,176,21,59,0.03759398496240601
org.myrobotlab.net.Connection,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9311710858585859,157,147,28,78,0.7111111111111111
org.myrobotlab.net.RouteEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,48,46,2,4,0.967741935483871
org.myrobotlab.net.HttpRequest,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7680141208353982,1062,845,113,435,0.4425
org.myrobotlab.net.BareBonesBrowserLaunch,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5638996138996138,92,13,2,2,0.0
org.myrobotlab.cache.LRUCache,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,27,27,3,10,0.8181818181818182
org.myrobotlab.cache.LRUMethodCache,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8025793650793651,87,71,5,15,0.3076923076923077
org.myrobotlab.roomba.RTTTLParser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8943809691955878,262,242,23,34,0.4406779661016949
org.myrobotlab.roomba.RTTTLPlay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.49035482258870566,195,25,5,8,0.043478260869565216
org.myrobotlab.roomba.Note,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,66,64,4,9,0.8809523809523809
org.saintandreas.gl.BufferUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8125,289,93,13,13,0.9285714285714286
org.saintandreas.gl.Colors,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.saintandreas.gl.Geometry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5162093341441167,255,142,10,22,0.0
org.saintandreas.gl.shaders.Shader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3482316534040672,184,61,5,8,0.0
org.saintandreas.gl.shaders.Attribute,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,12,1,1,1,0.0
org.saintandreas.gl.AbstractTransformable,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8952922077922079,336,282,44,123,0.48
org.saintandreas.gl.buffers.VertexArray,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4589160839160839,44,14,2,2,0.0
org.saintandreas.gl.buffers.VertexBuffer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.59375,19,11,2,2,0.0
org.saintandreas.gl.buffers.BaseBuffer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7689667103729604,205,153,12,30,0.0
org.saintandreas.gl.buffers.IndexBuffer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.59375,19,11,2,2,0.0
org.saintandreas.gl.IndexedGeometry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6473684210526316,82,49,6,13,0.0
org.saintandreas.gl.MatrixStack,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8990384615384616,54,41,5,11,1.0
org.saintandreas.math.Vector,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8563586310705181,727,666,61,134,0.696236559139785
org.saintandreas.math.Vector4,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8840233971355105,382,363,48,147,0.7938144329896907
org.saintandreas.math.Vector4f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9278846153846154,119,112,19,32,1.0
org.saintandreas.math.Vector2f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9089912280701754,342,320,41,106,0.9308176100628931
org.saintandreas.math.Vector3f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9186320754716981,509,494,48,127,0.8205980066445183
org.saintandreas.math.Quaternion,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9243280871319457,1573,1522,108,315,0.5113901869158879
org.saintandreas.math.Matrix4f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8268654653471991,1744,1481,211,554,0.2464531820024321
org.saintandreas.math.Matrix3f,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9113936971894484,1643,1587,96,260,0.3648754914809961
org.saintandreas.math.FastMath,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9077936460984677,1777,1702,197,293,0.1701848695424151
PeerDiscovery,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.4940105445745393,520,280,8,18,0.07624633431085044
org.myrobotlab.opencv.Overlay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,50,49,5,5,0.7692307692307693
org.myrobotlab.opencv.FilterWrapper,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,10,9,1,1,0.0
org.myrobotlab.logging.LoggingFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9322916666666667,76,68,8,15,0.75
org.myrobotlab.logging.LoggingSLF4J,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8590191108767926,258,216,15,35,0.10294117647058823
org.myrobotlab.logging.LoggerFactory,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,30,25,6,7,1.0
org.myrobotlab.logging.Level,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.logging.AppenderType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.logging.Logging,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6895833333333333,97,77,16,31,0.06666666666666667
org.myrobotlab.gpt.Message,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Usage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Logprobs,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Choice,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.ChatCompletions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.TopLogprob,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.gpt.Completions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.io.StreamIO,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,34,34,6,14,0.0
org.myrobotlab.io.StreamGobbler,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.94375,56,53,7,31,0.2727272727272727
org.myrobotlab.io.Zip,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5117679376001414,782,443,48,71,0.19827586206896552
org.myrobotlab.io.FindFile,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8035555170686839,393,323,42,107,0.4411764705882353
org.myrobotlab.string.StringUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8139494063545705,784,674,50,75,0.6981132075471698
org.myrobotlab.sensor.EncoderData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,44,42,1,4,1.0
org.myrobotlab.mqtt.MqttMsg,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9924242424242424,446,444,44,123,0.657258064516129
org.myrobotlab.jme3.Jme3Msg,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,25,23,2,4,0.7777777777777778
org.myrobotlab.jme3.UserDataConfig,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,16,16,2,3,0.0
org.myrobotlab.serial.PortStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8400568181818182,264,213,23,85,0.21428571428571427
org.myrobotlab.serial.CRC,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7665443023509042,839,806,40,121,0.17098445595854922
org.myrobotlab.i2c.I2CProxyDisplay,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.chess.HistoryData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.chess.StopSearchingException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.framework.TimeoutException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,8,7,2,4,1.0
org.myrobotlab.framework.Peer,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,64,62,4,6,0.7333333333333333
org.myrobotlab.framework.MrlException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9375,8,7,2,2,1.0
org.myrobotlab.framework.StaticType,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,113,0,0,0,0.0
org.myrobotlab.framework.QueueStats,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,13,13,3,8,1.0
org.myrobotlab.framework.repo.ServiceArtifact,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,24,24,3,3,0.0
org.myrobotlab.framework.repo.Category,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9097222222222222,40,37,9,24,0.5
org.myrobotlab.framework.repo.ServiceDependency,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.905448717948718,342,329,37,73,0.811965811965812
org.myrobotlab.framework.repo.ServiceExclude,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,101,101,15,37,1.0
org.myrobotlab.framework.repo.RemoteRepo,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,24,24,2,2,0.0
org.myrobotlab.framework.StartYml,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,9,9,1,1,0.5
org.myrobotlab.framework.NameGenerator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8475877192982456,53,48,6,11,0.15789473684210525
org.myrobotlab.framework.RoutingEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8541666666666666,55,51,5,9,0.5714285714285714
org.myrobotlab.framework.Instantiator,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9030582922824302,169,155,18,46,0.2413793103448276
org.myrobotlab.framework.CmdOptions,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8555701557119426,265,238,23,69,0.7349397590361446
org.myrobotlab.framework.MRLListener,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8827531645569621,143,136,12,29,0.5822784810126582
org.myrobotlab.framework.MethodEntry,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.20565838212401555,437,76,4,9,0.14150943396226415
org.myrobotlab.framework.StatusLevel,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,5,5,1,1,1.0
org.myrobotlab.framework.ServiceReservation,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9583333333333334,18,17,2,6,0.5
org.myrobotlab.math.MapperLinear,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,358,358,14,53,0.8947368421052632
org.myrobotlab.math.MathUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8921058164755876,455,421,27,40,0.7621951219512195
org.myrobotlab.math.MapperSimple,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9943181818181819,463,462,27,70,0.9501557632398754
org.myrobotlab.math.MapperBase,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9566666666666667,363,361,31,78,0.9429824561403509
org.myrobotlab.math.geometry.Line3df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,85,83,4,8,0.7755102040816326
org.myrobotlab.math.geometry.PointCloud,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,35,35,6,19,0.5
org.myrobotlab.math.geometry.Point,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,78,76,6,9,0.9787234042553191
org.myrobotlab.math.geometry.Rectangle,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,77,75,4,9,0.9811320754716981
org.myrobotlab.math.geometry.Point3df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,56,54,3,6,0.9696969696969697
org.myrobotlab.math.geometry.Point2df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8916666666666666,120,115,8,15,0.9333333333333333
org.myrobotlab.math.geometry.Line2df,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666666,65,63,3,6,0.8275862068965517
org.myrobotlab.kinematics.Pose,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9659090909090909,66,63,10,29,0.8888888888888888
org.myrobotlab.kinematics.Gesture,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6,1,1,1.0
org.myrobotlab.kinematics.Map3D,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5540594527363184,907,373,14,45,0.0544
org.myrobotlab.kinematics.PoseMove,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,17,17,1,4,0.0
org.myrobotlab.kinematics.Action,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9326923076923077,83,76,6,9,0.5625
org.myrobotlab.kinematics.Point,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9231793630098715,800,781,66,171,0.589010989010989
org.myrobotlab.kinematics.Matrix,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8773933517982249,1366,1255,70,203,0.3831851253031528
org.myrobotlab.kinematics.PositionData,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,10,10,1,2,0.0
org.myrobotlab.kinematics.DruppIKSolver,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8504695042976569,907,834,32,96,0.1658868566567418
org.myrobotlab.kinematics.DHLink,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9166666666666667,1371,1359,87,235,0.6264428121720882
org.myrobotlab.kinematics.Map3DPoint,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,8,8,1,1,0.0
org.myrobotlab.kinematics.IKEngine,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9215007969715083,688,669,36,92,0.4476987447698745
org.myrobotlab.codec.json.JsonSerializationException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6,1,2,1.0
org.myrobotlab.codec.json.JsonDeserializationException,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,6,6,1,2,1.0
org.myrobotlab.codec.serial.DecimalCodec,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9149305555555556,126,115,6,13,0.8055555555555556
org.myrobotlab.codec.ForeignProcessUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7433888691953208,163,124,17,17,0.36538461538461536
org.myrobotlab.codec.ClassUtil,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8489239926739927,141,120,11,19,0.7714285714285715
org.myrobotlab.document.workflow.WorkflowMessage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,46,46,8,22,1.0
org.myrobotlab.document.Document,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8508931502352555,367,332,34,94,0.32432432432432434
org.myrobotlab.document.Classification,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8517583891630803,266,203,32,92,0.42592592592592593
org.myrobotlab.document.ClassSet,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9464285714285714,85,82,9,48,0.45454545454545453
org.myrobotlab.document.xml.RecordingInputStream,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9081974637681159,243,223,29,119,0.8521739130434782
org.myrobotlab.document.Classifications,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8497474747474747,93,78,10,37,0.7777777777777778
org.myrobotlab.document.transformer.UniqueFieldValues,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8805555555555555,66,59,10,30,0.0
org.myrobotlab.document.transformer.ConfigUtils,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.875,32,27,4,37,0.0
org.myrobotlab.document.transformer.RenameFields,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8298611111111112,75,65,10,60,0.4166666666666667
org.myrobotlab.document.transformer.DivideValues,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5998917462000707,143,75,7,21,0.027777777777777776
org.myrobotlab.document.transformer.CastValuesToDouble,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7864989177489178,83,69,8,23,0.45
org.myrobotlab.document.transformer.NormalizeFieldNames,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8333333333333334,62,55,6,19,0.0
org.myrobotlab.document.transformer.MathValues,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.3339413875598086,129,32,5,11,0.0
org.myrobotlab.document.transformer.WorkflowConfiguration,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8758741258741258,124,110,16,37,0.9615384615384616
org.myrobotlab.document.transformer.DictionaryLookup,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.613960113960114,142,80,9,35,0.1111111111111111
org.myrobotlab.document.transformer.RegexExtractor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8018902997025852,185,151,19,67,0.16129032258064516
org.myrobotlab.document.transformer.DeleteField,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8680555555555556,58,51,10,28,0.3333333333333333
org.myrobotlab.document.transformer.DictionaryLoader,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5893429487179487,76,38,4,8,0.25
org.myrobotlab.document.transformer.RenameField,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.80325311942959,67,57,8,23,0.25
org.myrobotlab.document.transformer.StageConfiguration,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1.0,83,83,12,29,0.7
org.myrobotlab.document.transformer.AbstractStage,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5922619047619048,26,13,5,17,0.0
org.myrobotlab.document.transformer.CreateStaticTeaser,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.5789285714285715,117,59,9,28,0.023809523809523808
org.myrobotlab.document.transformer.ConnectorConfig,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.859375,38,31,8,14,1.0
org.myrobotlab.document.transformer.XPathExtractor,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7965108069946779,311,245,30,108,0.5545454545454546
org.myrobotlab.document.transformer.TruncateFieldValues,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8913690476190477,146,136,22,79,0.5714285714285714
org.myrobotlab.document.transformer.FormatDate,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.795,92,79,8,31,0.26666666666666666
org.myrobotlab.document.transformer.ZipFieldValues,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.6743402777777778,79,49,7,20,0.16
org.myrobotlab.document.transformer.DropDocument,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.7913752913752914,61,50,8,23,0.5
org.myrobotlab.document.transformer.SetStaticFieldValue,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.8854166666666667,89,82,12,36,0.16666666666666666
